date,lat,long,so2,no2,co,o3,pm10
19/04/2011 03:00,18.023001,-92.903202,0.004,0.001,0.01,0.015,94
19/04/2011 04:00,18.023001,-92.903202,0.004,0.001,0.01,0.015,115
19/04/2011 05:00,18.023001,-92.903202,0.005,0.001,0.01,0.011,135
19/04/2011 06:00,18.023001,-92.903202,0.012,0.001,0.01,0.009,168
19/04/2011 07:00,18.023001,-92.903202,0.018,0.001,0.01,0.009,123
19/04/2011 08:00,18.023001,-92.903202,0.018,0.001,0.01,0.009,94
19/04/2011 09:00,18.023001,-92.903202,0.02,0.001,0.01,0.01,76
19/04/2011 10:00,18.023001,-92.903202,0.029,0.001,0.01,0.014,67
19/04/2011 11:00,18.023001,-92.903202,0.026,0.001,0.01,0.015,80
19/04/2011 12:00,18.023001,-92.903202,0.017,0.001,0.01,0.017,70
19/04/2011 13:00,18.023001,-92.903202,0.01,0.001,0,0.018,70
19/04/2011 14:00,18.023001,-92.903202,0.009,0.001,0,0.019,64
19/04/2011 15:00,18.023001,-92.903202,0.007,0.001,0,0.022,60
19/04/2011 16:00,18.023001,-92.903202,0.006,0.001,0,0.021,72
19/04/2011 17:00,18.023001,-92.903202,0.006,0.001,0,0.022,74
19/04/2011 18:00,18.023001,-92.903202,0.005,0.001,0,0.02,88
19/04/2011 19:00,18.023001,-92.903202,0.005,0.001,0.01,0.019,108
19/04/2011 20:00,18.023001,-92.903202,0.006,0.001,0.01,0.017,116
19/04/2011 21:00,18.023001,-92.903202,0.005,0.001,0.01,0.017,127
19/04/2011 22:00,18.023001,-92.903202,0.007,0.001,0.01,0.013,104
19/04/2011 23:00,18.023001,-92.903202,0.005,0.001,0.01,0.012,89
20/04/2011 00:00,18.023001,-92.903202,0.006,0.001,0.01,0.009,82
20/04/2011 01:00,18.023001,-92.903202,0.006,0.001,0.01,0.009,117
20/04/2011 02:00,18.023001,-92.903202,0.005,0.001,0.01,0.01,97
20/04/2011 03:00,18.023001,-92.903202,0.006,0.001,0.01,0.012,75
20/04/2011 04:00,18.023001,-92.903202,0.007,0.001,0.01,0.012,92
20/04/2011 05:00,18.023001,-92.903202,0.005,0.001,0.01,0.011,112
20/04/2011 06:00,18.023001,-92.903202,0.004,0.001,0.01,0.01,116
20/04/2011 07:00,18.023001,-92.903202,0.005,0.001,0.01,0.009,134
20/04/2011 08:00,18.023001,-92.903202,0.003,0.001,0.01,0.009,133
20/04/2011 09:00,18.023001,-92.903202,0.004,0.001,0.01,0.011,111
20/04/2011 10:00,18.023001,-92.903202,0.007,0.001,0.01,0.014,103
20/04/2011 11:00,18.023001,-92.903202,0.006,0.001,0.01,0.017,89
20/04/2011 12:00,18.023001,-92.903202,0.007,0.001,0.01,0.019,96
20/04/2011 13:00,18.023001,-92.903202,0.007,0.001,0.01,0.019,98
20/04/2011 14:00,18.023001,-92.903202,0.007,0.001,0.01,0.021,69
20/04/2011 15:00,18.023001,-92.903202,0.007,0.001,0.01,0.026,67
20/04/2011 16:00,18.023001,-92.903202,0.006,0.001,0.01,0.023,72
20/04/2011 17:00,18.023001,-92.903202,0.006,0.001,0.01,0.026,71
20/04/2011 18:00,18.023001,-92.903202,0.006,0.001,0.01,0.022,80
20/04/2011 19:00,18.023001,-92.903202,0.006,0.001,0.01,0.02,97
20/04/2011 20:00,18.023001,-92.903202,0.005,0.001,0.01,0.018,112
20/04/2011 21:00,18.023001,-92.903202,0.005,0.001,0.01,0.017,117
20/04/2011 22:00,18.023001,-92.903202,0.005,0.001,0.01,0.015,111
20/04/2011 23:00,18.023001,-92.903202,0.004,0.001,0.01,0.013,77
21/04/2011 00:00,18.023001,-92.903202,0.004,0.001,0.01,0.015,65
21/04/2011 01:00,18.023001,-92.903202,0.004,0.001,0.01,0.013,61
21/04/2011 02:00,18.023001,-92.903202,0.004,0.001,0.01,0.013,77
21/04/2011 03:00,18.023001,-92.903202,0.004,0.001,0.01,0.012,86
21/04/2011 04:00,18.023001,-92.903202,0.005,0.001,0.01,0.012,105
21/04/2011 05:00,18.023001,-92.903202,0.004,0.001,0.01,0.012,87
21/04/2011 06:00,18.023001,-92.903202,0.003,0.001,0.01,0.013,84
21/04/2011 07:00,18.023001,-92.903202,0.003,0.001,0.01,0.011,106
21/04/2011 08:00,18.023001,-92.903202,0.001,0.001,0.01,0.01,97
21/04/2011 09:00,18.023001,-92.903202,0.003,0.001,0.01,0.012,70
21/04/2011 10:00,18.023001,-92.903202,0.002,0.001,0.01,0.014,50
21/04/2011 11:00,18.023001,-92.903202,0.005,0.001,0.01,0.017,49
21/04/2011 12:00,18.023001,-92.903202,0.003,0.001,0.01,0.021,46
21/04/2011 13:00,18.023001,-92.903202,0.003,0.001,0.01,0.024,105
21/04/2011 14:00,18.023001,-92.903202,0.005,0.001,0.01,0.025,62
21/04/2011 15:00,18.023001,-92.903202,0.005,0.001,0,0.025,54
21/04/2011 16:00,18.023001,-92.903202,0.003,0.001,0,0.023,58
21/04/2011 17:00,18.023001,-92.903202,0.002,0.001,0,0.023,56
21/04/2011 18:00,18.023001,-92.903202,0.003,0.001,0,0.022,50
21/04/2011 19:00,18.023001,-92.903202,0.002,0.001,0,0.019,76
21/04/2011 20:00,18.023001,-92.903202,0.004,0.001,0.01,0.013,71
21/04/2011 21:00,18.023001,-92.903202,0.002,0.001,0.01,0.012,56
21/04/2011 22:00,18.023001,-92.903202,0.004,0.001,0.01,0.01,35
21/04/2011 23:00,18.023001,-92.903202,0.004,0.001,0.01,0.013,36
22/04/2011 00:00,18.023001,-92.903202,0.003,0.001,0.01,0.013,35
22/04/2011 01:00,18.023001,-92.903202,0.004,0.001,0.01,0.012,37
22/04/2011 02:00,18.023001,-92.903202,0.003,0.001,0.01,0.012,42
22/04/2011 03:00,18.023001,-92.903202,0.003,0.001,0.01,0.012,42
22/04/2011 04:00,18.023001,-92.903202,0.003,0.001,0.01,0.011,34
22/04/2011 05:00,18.023001,-92.903202,0.003,0.001,0.01,0.011,29
22/04/2011 06:00,18.023001,-92.903202,0.002,0.001,0.01,0.01,28
22/04/2011 07:00,18.023001,-92.903202,0.004,0.001,0.01,0.01,33
22/04/2011 08:00,18.023001,-92.903202,0.004,0.001,0.01,0.01,28
22/04/2011 09:00,18.023001,-92.903202,0.005,0.001,0.01,0.012,27
22/04/2011 10:00,18.023001,-92.903202,0.006,0.001,0.01,0.015,32
22/04/2011 11:00,18.023001,-92.903202,0.01,0.001,0.01,0.018,49
22/04/2011 12:00,18.023001,-92.903202,0.009,0.001,0.01,0.021,47
22/04/2011 13:00,18.023001,-92.903202,0.003,0.001,0.01,0.022,46
22/04/2011 14:00,18.023001,-92.903202,0.001,0.001,0.01,0.022,47
22/04/2011 15:00,18.023001,-92.903202,0.004,0.001,0.01,0.024,42
22/04/2011 16:00,18.023001,-92.903202,0.006,0.001,0,0.025,37
22/04/2011 17:00,18.023001,-92.903202,0.006,0.001,0,0.022,36
22/04/2011 18:00,18.023001,-92.903202,0.005,0.001,0,0.024,46
22/04/2011 19:00,18.023001,-92.903202,0.005,0.001,0.01,0.021,71
22/04/2011 20:00,18.023001,-92.903202,0.005,0.001,0.01,0.019,77
22/04/2011 21:00,18.023001,-92.903202,0.004,0.001,0.01,0.015,81
22/04/2011 22:00,18.023001,-92.903202,0.004,0.001,0.01,0.014,74
22/04/2011 23:00,18.023001,-92.903202,0.004,0.001,0.01,0.011,59
23/04/2011 00:00,18.023001,-92.903202,0.003,0.001,0.01,0.011,27
23/04/2011 01:00,18.023001,-92.903202,0.003,0.001,0.01,0.012,34
23/04/2011 02:00,18.023001,-92.903202,0.003,0.001,0.01,0.011,38
23/04/2011 03:00,18.023001,-92.903202,0.003,0.001,0.01,0.012,33
23/04/2011 04:00,18.023001,-92.903202,0.003,0.001,0.01,0.01,29
23/04/2011 05:00,18.023001,-92.903202,0.003,0.001,0.01,0.011,35
23/04/2011 06:00,18.023001,-92.903202,0.005,0.001,0.01,0.011,30
23/04/2011 07:00,18.023001,-92.903202,0.007,0.001,0.01,0.011,33
23/04/2011 08:00,18.023001,-92.903202,0.01,0.001,0.01,0.011,28
23/04/2011 09:00,18.023001,-92.903202,0.014,0.001,0.01,0.012,29
23/04/2011 10:00,18.023001,-92.903202,0.016,0.001,0.01,0.014,31
23/04/2011 11:00,18.023001,-92.903202,0.014,0.001,0.01,0.017,42
23/04/2011 12:00,18.023001,-92.903202,0.007,0.001,0.01,0.019,35
23/04/2011 13:00,18.023001,-92.903202,0.003,0.001,0.01,0.02,33
23/04/2011 14:00,18.023001,-92.903202,0.004,0.001,0.01,0.021,38
23/04/2011 15:00,18.023001,-92.903202,0.005,0.001,0,0.023,35
23/04/2011 16:00,18.023001,-92.903202,0.005,0.001,0,0.024,31
23/04/2011 17:00,18.023001,-92.903202,0.005,0.001,0,0.022,39
23/04/2011 18:00,18.023001,-92.903202,0.005,0.001,0,0.022,54
23/04/2011 19:00,18.023001,-92.903202,0.004,0.001,0,0.019,70
23/04/2011 20:00,18.023001,-92.903202,0.003,0.001,0.01,0.016,86
23/04/2011 21:00,18.023001,-92.903202,0.003,0.001,0.01,0.017,64
23/04/2011 22:00,18.023001,-92.903202,0.003,0.001,0.01,0.016,47
23/04/2011 23:00,18.023001,-92.903202,0.004,0.001,0.01,0.014,54
24/04/2011 00:00,18.023001,-92.903202,0.003,0.001,0.01,0.013,32
24/04/2011 01:00,18.023001,-92.903202,0.003,0.001,0.01,0.013,30
24/04/2011 02:00,18.023001,-92.903202,0.001,0.001,0.01,0.013,38
24/04/2011 03:00,18.023001,-92.903202,0.001,0.001,0.01,0.013,33
24/04/2011 04:00,18.023001,-92.903202,0.001,0.001,0.01,0.013,35
24/04/2011 05:00,18.023001,-92.903202,0.001,0.001,0.01,0.012,39
24/04/2011 06:00,18.023001,-92.903202,0.002,0.001,0.01,0.011,39
24/04/2011 07:00,18.023001,-92.903202,0.002,0.001,0.01,0.011,46
24/04/2011 08:00,18.023001,-92.903202,0.003,0.001,0.01,0.011,43
24/04/2011 09:00,18.023001,-92.903202,0.004,0.001,0.01,0.013,38
24/04/2011 10:00,18.023001,-92.903202,0.005,0.001,0.01,0.017,47
24/04/2011 11:00,18.023001,-92.903202,0.005,0.001,0.01,0.016,40
24/04/2011 12:00,18.023001,-92.903202,0.004,0.001,0.01,0.02,39
24/04/2011 13:00,18.023001,-92.903202,0.004,0.001,0.01,0.021,41
24/04/2011 14:00,18.023001,-92.903202,0.003,0.001,0,0.022,32
24/04/2011 15:00,18.023001,-92.903202,0.004,0.001,0,0.021,39
24/04/2011 16:00,18.023001,-92.903202,0.003,0.001,0,0.024,33
24/04/2011 17:00,18.023001,-92.903202,0.003,0.001,0,0.028,56
24/04/2011 18:00,18.023001,-92.903202,0.004,0.001,0,0.025,57
24/04/2011 19:00,18.023001,-92.903202,0.002,0.001,0.01,0.021,56
24/04/2011 20:00,18.023001,-92.903202,0.003,0.001,0.01,0.017,92
24/04/2011 21:00,18.023001,-92.903202,0.004,0.001,0.01,0.016,70
24/04/2011 22:00,18.023001,-92.903202,0.002,0.001,0.01,0.013,44
24/04/2011 23:00,18.023001,-92.903202,0.002,0.001,0.01,0.013,45
25/04/2011 00:00,18.023001,-92.903202,0.001,0.001,0.01,0.012,36
25/04/2011 01:00,18.023001,-92.903202,0.001,0.001,0.01,0.012,33
25/04/2011 02:00,18.023001,-92.903202,0.001,0.001,0.01,0.012,27
25/04/2011 03:00,18.023001,-92.903202,0.001,0.001,0.01,0.011,27
25/04/2011 04:00,18.023001,-92.903202,0.002,0.001,0.01,0.012,32
25/04/2011 05:00,18.023001,-92.903202,0,0.001,0.01,0.013,35
25/04/2011 06:00,18.023001,-92.903202,0.004,0.001,0.01,0.013,56
25/04/2011 07:00,18.023001,-92.903202,0.008,0.001,0.01,0.013,74
25/04/2011 08:00,18.023001,-92.903202,0.005,0.001,0.01,0.013,90
25/04/2011 09:00,18.023001,-92.903202,0.014,0.001,0.01,0.014,78
25/04/2011 10:00,18.023001,-92.903202,0.012,0.001,0.01,0.017,80
25/04/2011 11:00,18.023001,-92.903202,0.015,0.001,0.01,0.022,65
25/04/2011 12:00,18.023001,-92.903202,0.011,0.001,0.01,0.024,71
25/04/2011 13:00,18.023001,-92.903202,0.008,0.001,0.01,0.022,95
25/04/2011 14:00,18.023001,-92.903202,0.007,0.001,0.01,0.027,48
25/04/2011 15:00,18.023001,-92.903202,0.007,0.001,0.01,0.028,49
25/04/2011 16:00,18.023001,-92.903202,0.006,0.001,0.01,0.028,50
25/04/2011 17:00,18.023001,-92.903202,0.006,0.001,0.01,0.029,51
25/04/2011 18:00,18.023001,-92.903202,0.006,0.001,0.01,0.03,54
25/04/2011 19:00,18.023001,-92.903202,0.003,0.001,0.01,0.021,85
25/04/2011 20:00,18.023001,-92.903202,0.003,0.001,0.01,0.019,77
25/04/2011 21:00,18.023001,-92.903202,0.004,0.001,0.01,0.018,60
25/04/2011 22:00,18.023001,-92.903202,0.004,0.001,0.01,0.02,56
25/04/2011 23:00,18.023001,-92.903202,0.003,0.001,0.01,0.016,65
26/04/2011 00:00,18.023001,-92.903202,0.004,0.001,0.01,0.468,57
26/04/2011 01:00,18.023001,-92.903202,0.003,0.001,0.01,0.5,42
26/04/2011 02:00,18.023001,-92.903202,0.003,0.001,0.01,0.5,38
26/04/2011 03:00,18.023001,-92.903202,0.002,0.001,0.01,0.5,42
26/04/2011 04:00,18.023001,-92.903202,0.001,0.001,0.01,0.5,53
26/04/2011 05:00,18.023001,-92.903202,0.001,0.001,0.01,0.5,52
26/04/2011 06:00,18.023001,-92.903202,0.003,0.001,0.01,0.5,54
26/04/2011 07:00,18.023001,-92.903202,0.003,0.001,0.01,0.5,63
26/04/2011 08:00,18.023001,-92.903202,0.003,0.001,0.01,0.5,91
26/04/2011 09:00,18.023001,-92.903202,0.003,0.001,0.01,0.5,99
26/04/2011 10:00,18.023001,-92.903202,0.005,0.001,0.01,0.5,119
26/04/2011 11:00,18.023001,-92.903202,0.012,0.001,0.01,0.491,100
26/04/2011 12:00,18.023001,-92.903202,0.009,0.001,0.01,0.067,94
26/04/2011 13:00,18.023001,-92.903202,0.011,0.001,0.01,0.046,104
26/04/2011 14:00,18.023001,-92.903202,0.009,0.001,0.01,0.042,118
26/04/2011 15:00,18.023001,-92.903202,0.006,0.001,0,0.028,69
26/04/2011 16:00,18.023001,-92.903202,0.006,0.001,0,0.029,64
26/04/2011 17:00,18.023001,-92.903202,0.006,0.001,0,0.028,89
26/04/2011 18:00,18.023001,-92.903202,0.005,0.001,0.01,0.023,93
26/04/2011 19:00,18.023001,-92.903202,0.007,0.001,0.01,0.015,76
26/04/2011 20:00,18.023001,-92.903202,0.007,0.001,0.01,0.009,70
26/04/2011 21:00,18.023001,-92.903202,0.004,0.001,0.01,0.006,82
26/04/2011 22:00,18.023001,-92.903202,0.008,0.001,0.01,0.005,71
26/04/2011 23:00,18.023001,-92.903202,0.008,0.001,0.01,0.005,86
27/04/2011 00:00,18.023001,-92.903202,0.008,0.001,0.01,0.007,34
27/04/2011 01:00,18.023001,-92.903202,0.004,0.001,0.01,0.015,34
27/04/2011 02:00,18.023001,-92.903202,0.004,0.001,0.01,0.483,75
27/04/2011 03:00,18.023001,-92.903202,0.002,0.001,0.01,0.5,62
27/04/2011 04:00,18.023001,-92.903202,0.004,0.001,0.01,0.5,51
27/04/2011 05:00,18.023001,-92.903202,0.004,0.001,0.01,0.5,55
27/04/2011 06:00,18.023001,-92.903202,0.005,0.001,0.01,0.5,79
27/04/2011 07:00,18.023001,-92.903202,0.006,0.001,0.01,0.5,114
27/04/2011 08:00,18.023001,-92.903202,0.006,0.001,0.01,0.5,87
27/04/2011 09:00,18.023001,-92.903202,0.007,0.001,0.01,0.5,80
27/04/2011 10:00,18.023001,-92.903202,0.007,0.001,0.01,0.232,58
27/04/2011 11:00,18.023001,-92.903202,0.005,0.001,0.01,0.03,46
27/04/2011 12:00,18.023001,-92.903202,0.003,0.001,0,0.026,38
27/04/2011 13:00,18.023001,-92.903202,0.005,0.001,0,0.029,40
27/04/2011 14:00,18.023001,-92.903202,0.006,0.001,0,0.035,37
27/04/2011 15:00,18.023001,-92.903202,0.007,0.001,0,0.041,42
27/04/2011 16:00,18.023001,-92.903202,0.007,0.001,0,0.041,54
27/04/2011 17:00,18.023001,-92.903202,0.007,0.001,0,0.03,64
27/04/2011 18:00,18.023001,-92.903202,0.006,0.001,0,0.025,75
27/04/2011 19:00,18.023001,-92.903202,0.006,0.001,0.01,0.021,61
27/04/2011 20:00,18.023001,-92.903202,0.006,0.001,0.01,0.018,52
27/04/2011 21:00,18.023001,-92.903202,0.011,0.001,0.01,0.014,56
27/04/2011 22:00,18.023001,-92.903202,0.007,0.001,0.01,0.015,48
27/04/2011 23:00,18.023001,-92.903202,0.006,0.001,0,0.014,38
28/04/2011 00:00,18.023001,-92.903202,0.006,0.001,0,0.015,34
28/04/2011 01:00,18.023001,-92.903202,0.005,0.001,0,0.014,32
28/04/2011 02:00,18.023001,-92.903202,0.012,0.001,0.01,0.015,34
28/04/2011 03:00,18.023001,-92.903202,0.007,0.001,0.01,0.017,55
28/04/2011 04:00,18.023001,-92.903202,0.008,0.001,0.01,0.016,47
28/04/2011 05:00,18.023001,-92.903202,0.007,0.001,0.01,0.017,37
28/04/2011 06:00,18.023001,-92.903202,0.008,0.001,0.01,0.016,42
28/04/2011 07:00,18.023001,-92.903202,0.008,0.001,0.01,0.016,48
28/04/2011 08:00,18.023001,-92.903202,0.006,0.001,0.01,0.019,53
28/04/2011 09:00,18.023001,-92.903202,0.005,0.001,0.01,0.026,49
28/04/2011 10:00,18.023001,-92.903202,0.006,0.001,0.01,0.034,75
28/04/2011 11:00,18.023001,-92.903202,0.006,0.001,0.01,0.038,112
28/04/2011 12:00,18.023001,-92.903202,0.005,0.001,0.01,0.043,104
28/04/2011 13:00,18.023001,-92.903202,0.005,0.001,0.01,0.043,90
28/04/2011 14:00,18.023001,-92.903202,0.004,0.001,0.01,0.044,92
28/04/2011 15:00,18.023001,-92.903202,0.004,0.001,0.01,0.045,94
28/04/2011 16:00,18.023001,-92.903202,0.004,0.001,0.01,0.041,92
28/04/2011 17:00,18.023001,-92.903202,0.004,0.001,0.01,0.041,88
28/04/2011 18:00,18.023001,-92.903202,0.003,0.001,0.01,0.059,84
28/04/2011 19:00,18.023001,-92.903202,0.004,0.001,0.01,0.393,80
28/04/2011 20:00,18.023001,-92.903202,0.003,0.001,0.01,0.5,75
28/04/2011 21:00,18.023001,-92.903202,0.003,0.001,0.01,0.5,77
28/04/2011 22:00,18.023001,-92.903202,0.003,0.001,0.01,0.5,74
28/04/2011 23:00,18.023001,-92.903202,0.003,0.001,0.01,0.5,72
29/04/2011 00:00,18.023001,-92.903202,0.003,0.001,0.01,0.5,77
29/04/2011 01:00,18.023001,-92.903202,0.003,0.001,0.01,0.5,69
29/04/2011 02:00,18.023001,-92.903202,0.003,0.001,0.01,0.5,67
29/04/2011 03:00,18.023001,-92.903202,0.002,0.001,0.01,0.5,67
29/04/2011 04:00,18.023001,-92.903202,0.001,0.001,0.01,0.5,71
29/04/2011 05:00,18.023001,-92.903202,0.003,0.001,0.01,0.5,61
29/04/2011 06:00,18.023001,-92.903202,0.003,0.001,0.01,0.5,62
29/04/2011 07:00,18.023001,-92.903202,0.004,0.001,0.01,0.5,60
29/04/2011 08:00,18.023001,-92.903202,0.004,0.001,0.01,0.5,62
29/04/2011 09:00,18.023001,-92.903202,0.003,0.001,0.01,0.5,46
29/04/2011 10:00,18.023001,-92.903202,0.003,0.001,0.01,0.5,52
29/04/2011 11:00,18.023001,-92.903202,0.004,0.001,0.01,0.5,60
29/04/2011 12:00,18.023001,-92.903202,0.004,0.001,0.01,0.5,80
29/04/2011 13:00,18.023001,-92.903202,0.004,0.001,0.01,0.5,87
29/04/2011 14:00,18.023001,-92.903202,0.004,0.001,0.01,0.5,80
29/04/2011 15:00,18.023001,-92.903202,0.005,0.001,0.01,0.5,80
29/04/2011 16:00,18.023001,-92.903202,0.005,0.001,0.01,0.5,87
29/04/2011 17:00,18.023001,-92.903202,0.002,0.001,0.01,0.5,88
29/04/2011 18:00,18.023001,-92.903202,0.002,0.001,0.01,0.5,110
29/04/2011 19:00,18.023001,-92.903202,0.003,0.001,0.01,0.5,104
29/04/2011 20:00,18.023001,-92.903202,0.001,0.001,0.01,0.5,102
29/04/2011 21:00,18.023001,-92.903202,0.001,0.001,0.01,0.5,98
29/04/2011 22:00,18.023001,-92.903202,0.002,0.001,0.01,0.5,82
29/04/2011 23:00,18.023001,-92.903202,0.002,0.001,0.01,0.5,90
30/04/2011 00:00,18.023001,-92.903202,0.002,0.001,0.01,0.5,100
30/04/2011 01:00,18.023001,-92.903202,0.001,0.001,0.01,0.5,90
30/04/2011 02:00,18.023001,-92.903202,0.002,0.001,0.01,0.5,89
30/04/2011 03:00,18.023001,-92.903202,0.004,0.001,0.01,0.5,89
30/04/2011 04:00,18.023001,-92.903202,0.003,0.001,0.01,0.5,90
30/04/2011 05:00,18.023001,-92.903202,0.004,0.001,0.01,0.5,68
30/04/2011 06:00,18.023001,-92.903202,0.003,0.001,0.01,0.5,47
30/04/2011 07:00,18.023001,-92.903202,0.004,0.001,0.01,0.5,77
30/04/2011 08:00,18.023001,-92.903202,0.003,0.001,0.01,0.5,49
30/04/2011 09:00,18.023001,-92.903202,0.004,0.001,0.01,0.5,60
30/04/2011 10:00,18.023001,-92.903202,0.004,0.001,0.01,0.5,72
30/04/2011 11:00,18.023001,-92.903202,0.005,0.001,0.01,0.5,74
30/04/2011 12:00,18.023001,-92.903202,0.005,0.001,0.01,0.5,81
30/04/2011 13:00,18.023001,-92.903202,0.006,0.001,0.01,0.484,75
30/04/2011 14:00,18.023001,-92.903202,0.007,0.001,0.01,0.098,80
30/04/2011 15:00,18.023001,-92.903202,0.009,0.001,0,0.068,73
30/04/2011 16:00,18.023001,-92.903202,0.007,0.001,0,0.063,64
30/04/2011 17:00,18.023001,-92.903202,0.006,0.001,0,0.066,68
30/04/2011 18:00,18.023001,-92.903202,0.007,0.001,0.01,0.07,78
30/04/2011 19:00,18.023001,-92.903202,0.006,0.001,0.01,0.075,99
30/04/2011 20:00,18.023001,-92.903202,0.005,0.001,0.01,0.075,102
30/04/2011 21:00,18.023001,-92.903202,0.005,0.001,0.01,0.07,100
30/04/2011 22:00,18.023001,-92.903202,0.015,0.001,0.01,0.063,90
30/04/2011 23:00,18.023001,-92.903202,0.01,0.001,0.01,0.056,79
01/05/2011 00:00,18.023001,-92.903202,0.008,0.001,0.01,0.058,70
01/05/2011 01:00,18.023001,-92.903202,0.007,0.001,0.01,0.059,84
01/05/2011 02:00,18.023001,-92.903202,0.005,0.001,0.01,0.06,60
01/05/2011 03:00,18.023001,-92.903202,0.006,0.001,0.01,0.318,94
